Check Size NLON NLAT TIME VERSION
5.11059e+08 10 5 2 70.6423 1
5.11059e+08 10 5 2 70.0376 1
5.11059e+08 10 5 2 70.3732 1
5.11059e+08 10 5 2 70.5921 1
5.11059e+08 10 5 2 70.4389 1
5.11059e+08 10 5 2 70.4747 1
5.11059e+08 10 5 2 70.5802 1
5.11059e+08 10 5 2 70.3979 1
5.11059e+08 10 5 2 70.5713 1
5.11059e+08 10 5 2 70.1884 1
5.11059e+08 10 5 2 70.5729 1
5.11059e+08 10 5 2 70.4276 1
2.25043e+07 12 4 3 0.343263 0
2.25043e+07 12 4 3 0.355569 0
2.25043e+07 12 4 3 0.346879 0
2.25043e+07 12 4 3 0.384455 0
2.25043e+07 12 4 3 0.349868 0
2.25043e+07 12 4 3 0.343204 0
2.25043e+07 12 4 3 0.353368 0
2.25043e+07 12 4 3 0.344206 0
2.25043e+07 12 4 3 0.341837 0
2.25043e+07 12 4 3 0.349488 0
2.25043e+07 12 4 3 0.351649 0
2.25043e+07 12 4 3 0.341309 0
2.25043e+07 12 4 3 0.349605 0
2.25043e+07 12 4 3 0.340391 0
2.25043e+07 12 4 3 0.356311 0
2.25043e+07 12 4 3 0.350734 0
2.25043e+07 12 4 3 0.339795 0
2.25043e+07 12 4 3 0.338812 0
2.25043e+07 12 4 3 0.350438 0
2.25043e+07 12 4 3 0.354182 0
2.25043e+07 12 4 3 0.351541 0
2.25043e+07 12 4 3 0.348812 0
2.25043e+07 12 4 3 0.341984 0
2.25043e+07 12 4 3 0.348783 0
2.25043e+07 12 4 3 0.348934 0
2.25043e+07 12 4 3 0.348208 0
2.25043e+07 12 4 3 0.349501 0
2.25043e+07 12 4 3 0.343624 0
2.25043e+07 12 4 3 0.348789 0
2.25043e+07 12 4 3 0.345289 0
2.25043e+07 12 4 3 0.34982 0
2.25043e+07 12 4 3 0.355671 0
2.25043e+07 12 4 3 0.349425 0
5.11059e+08 12 4 3 61.2604 1
5.11059e+08 12 4 3 61.0324 1
5.11059e+08 12 4 3 61.0194 1
5.11059e+08 12 4 3 61.0757 1
5.11059e+08 12 4 3 61.4494 1
5.11059e+08 12 4 3 61.0191 1
5.11059e+08 12 4 3 60.9951 1
5.11059e+08 12 4 3 60.917 1
5.11059e+08 12 4 3 61.2205 1
5.11059e+08 12 4 3 60.9191 1
5.11059e+08 12 4 3 61.1088 1
5.11059e+08 12 4 3 60.9487 1
5.11059e+08 12 4 3 61.017 1
5.11059e+08 12 4 3 61.5104 1
5.11059e+08 12 4 3 60.8853 1
5.11059e+08 12 4 3 60.7854 1
5.11059e+08 12 4 3 61.186 1
2.25043e+07 14 7 2 0.411929 0
2.25043e+07 14 7 2 0.353792 0
2.25043e+07 14 7 2 0.404843 0
2.25043e+07 14 7 2 0.352272 0
2.25043e+07 14 7 2 0.354747 0
2.25043e+07 14 7 2 0.354774 0
2.25043e+07 14 7 2 0.36258 0
2.25043e+07 14 7 2 0.355047 0
2.25043e+07 14 7 2 0.35027 0
2.25043e+07 14 7 2 0.360171 0
2.25043e+07 14 7 2 0.349854 0
2.25043e+07 14 7 2 0.360157 0
2.25043e+07 14 7 2 0.348878 0
2.25043e+07 14 7 2 0.34849 0
2.25043e+07 14 7 2 0.35494 0
2.25043e+07 14 7 2 0.356148 0
2.25043e+07 14 7 2 0.363965 0
2.25043e+07 14 7 2 0.357058 0
2.25043e+07 14 7 2 0.349208 0
2.25043e+07 14 7 2 0.354193 0
2.25043e+07 14 7 2 0.406507 0
2.25043e+07 14 7 2 0.360705 0
2.25043e+07 14 7 2 0.356913 0
2.25043e+07 14 7 2 0.355167 0
2.25043e+07 14 7 2 0.361178 0
2.25043e+07 14 7 2 0.358039 0
2.25043e+07 14 7 2 0.372597 0
2.25043e+07 14 7 2 0.352638 0
2.25043e+07 14 7 2 0.352778 0
2.25043e+07 14 7 2 0.357089 0
2.25043e+07 14 7 2 0.352768 0
2.25043e+07 14 7 2 0.362268 0
2.25043e+07 14 7 2 0.356042 0
5.11059e+08 14 7 2 52.8475 1
5.11059e+08 14 7 2 53.5626 1
5.11059e+08 14 7 2 52.6234 1
5.11059e+08 14 7 2 55.3779 1
5.11059e+08 14 7 2 53.0355 1
5.11059e+08 14 7 2 52.7563 1
5.11059e+08 14 7 2 52.462 1
5.11059e+08 14 7 2 53.2018 1
5.11059e+08 14 7 2 52.3788 1
5.11059e+08 14 7 2 52.7479 1
5.11059e+08 14 7 2 52.2269 1
5.11059e+08 14 7 2 53.0627 1
5.11059e+08 14 7 2 54.1571 1
5.11059e+08 14 7 2 55.5391 1
5.11059e+08 14 7 2 52.6324 1
5.11059e+08 14 7 2 53.0605 1
5.11059e+08 14 7 2 53.3557 1
2.25043e+07 16 4 4 0.321256 0
2.25043e+07 16 4 4 0.320545 0
2.25043e+07 16 4 4 0.315196 0
2.25043e+07 16 4 4 0.319402 0
2.25043e+07 16 4 4 0.322848 0
2.25043e+07 16 4 4 0.322316 0
2.25043e+07 16 4 4 0.322511 0
2.25043e+07 16 4 4 0.316016 0
2.25043e+07 16 4 4 0.331919 0
2.25043e+07 16 4 4 0.320814 0
2.25043e+07 16 4 4 0.325034 0
2.25043e+07 16 4 4 0.314248 0
2.25043e+07 16 4 4 0.316456 0
2.25043e+07 16 4 4 0.331256 0
2.25043e+07 16 4 4 0.319618 0
2.25043e+07 16 4 4 0.32327 0
2.25043e+07 16 4 4 0.322632 0
2.25043e+07 16 4 4 0.322985 0
2.25043e+07 16 4 4 0.332969 0
2.25043e+07 16 4 4 0.316705 0
2.25043e+07 16 4 4 0.319195 0
2.25043e+07 16 4 4 0.3223 0
2.25043e+07 16 4 4 0.320523 0
2.25043e+07 16 4 4 0.328083 0
2.25043e+07 16 4 4 0.313609 0
2.25043e+07 16 4 4 0.324432 0
2.25043e+07 16 4 4 0.314396 0
2.25043e+07 16 4 4 0.318581 0
2.25043e+07 16 4 4 0.326789 0
2.25043e+07 16 4 4 0.317314 0
2.25043e+07 16 4 4 0.324169 0
2.25043e+07 16 4 4 0.314333 0
2.25043e+07 16 4 4 0.315613 0
5.11059e+08 16 4 4 60.6034 1
5.11059e+08 16 4 4 47.3866 1
5.11059e+08 16 4 4 47.1119 1
5.11059e+08 16 4 4 47.6719 1
5.11059e+08 16 4 4 47.7118 1
5.11059e+08 16 4 4 48.0085 1
5.11059e+08 16 4 4 47.9115 1
5.11059e+08 16 4 4 59.8981 1
5.11059e+08 16 4 4 47.3282 1
5.11059e+08 16 4 4 47.2197 1
5.11059e+08 16 4 4 47.6082 1
5.11059e+08 16 4 4 47.3329 1
5.11059e+08 16 4 4 47.8614 1
5.11059e+08 16 4 4 60.5951 1
5.11059e+08 16 4 4 47.5867 1
5.11059e+08 16 4 4 60.0865 1
5.11059e+08 16 4 4 47.2547 1
2.25043e+07 18 6 3 0.335057 0
2.25043e+07 18 6 3 0.336958 0
2.25043e+07 18 6 3 0.338035 0
2.25043e+07 18 6 3 0.338424 0
2.25043e+07 18 6 3 0.336424 0
2.25043e+07 18 6 3 0.332741 0
2.25043e+07 18 6 3 0.337443 0
2.25043e+07 18 6 3 0.339399 0
2.25043e+07 18 6 3 0.336255 0
2.25043e+07 18 6 3 0.332598 0
2.25043e+07 18 6 3 0.340048 0
2.25043e+07 18 6 3 0.337008 0
2.25043e+07 18 6 3 0.554674 0
2.25043e+07 18 6 3 0.334051 0
2.25043e+07 18 6 3 0.337108 0
2.25043e+07 18 6 3 0.329516 0
2.25043e+07 18 6 3 0.334724 0
2.25043e+07 18 6 3 0.335407 0
2.25043e+07 18 6 3 0.33912 0
2.25043e+07 18 6 3 0.338162 0
2.25043e+07 18 6 3 0.339698 0
2.25043e+07 18 6 3 0.335959 0
2.25043e+07 18 6 3 0.373325 0
2.25043e+07 18 6 3 0.339635 0
2.25043e+07 18 6 3 0.333191 0
2.25043e+07 18 6 3 0.338965 0
2.25043e+07 18 6 3 0.33644 0
2.25043e+07 18 6 3 0.331835 0
2.25043e+07 18 6 3 0.338746 0
2.25043e+07 18 6 3 0.338873 0
2.25043e+07 18 6 3 0.342691 0
2.25043e+07 18 6 3 0.328159 0
2.25043e+07 18 6 3 0.339531 0
5.11059e+08 18 6 3 43.4735 1
5.11059e+08 18 6 3 43.5303 1
5.11059e+08 18 6 3 43.9417 1
5.11059e+08 18 6 3 58.9031 1
5.11059e+08 18 6 3 44.0464 1
5.11059e+08 18 6 3 43.5562 1
5.11059e+08 18 6 3 43.7486 1
5.11059e+08 18 6 3 58.618 1
5.11059e+08 18 6 3 43.379 1
5.11059e+08 18 6 3 43.781 1
5.11059e+08 18 6 3 44.4588 1
5.11059e+08 18 6 3 44.1663 1
5.11059e+08 18 6 3 43.7637 1
5.11059e+08 18 6 3 58.9886 1
5.11059e+08 18 6 3 43.7261 1
5.11059e+08 18 6 3 43.765 1
5.11059e+08 18 6 3 43.716 1
2.25043e+07 20 5 4 0.324185 0
2.25043e+07 20 5 4 0.326264 0
2.25043e+07 20 5 4 0.329237 0
2.25043e+07 20 5 4 0.325556 0
2.25043e+07 20 5 4 0.33037 0
2.25043e+07 20 5 4 0.318954 0
2.25043e+07 20 5 4 0.329511 0
2.25043e+07 20 5 4 0.324562 0
2.25043e+07 20 5 4 0.330743 0
2.25043e+07 20 5 4 0.316392 0
2.25043e+07 20 5 4 0.331143 0
2.25043e+07 20 5 4 0.323835 0
2.25043e+07 20 5 4 0.328038 0
2.25043e+07 20 5 4 0.319907 0
2.25043e+07 20 5 4 0.329558 0
2.25043e+07 20 5 4 0.317512 0
2.25043e+07 20 5 4 0.330685 0
2.25043e+07 20 5 4 0.325819 0
2.25043e+07 20 5 4 0.330908 0
2.25043e+07 20 5 4 0.325 0
2.25043e+07 20 5 4 0.324397 0
2.25043e+07 20 5 4 0.325505 0
2.25043e+07 20 5 4 0.322472 0
2.25043e+07 20 5 4 0.322675 0
2.25043e+07 20 5 4 0.330241 0
2.25043e+07 20 5 4 0.315733 0
2.25043e+07 20 5 4 0.323692 0
2.25043e+07 20 5 4 0.324786 0
2.25043e+07 20 5 4 0.331209 0
2.25043e+07 20 5 4 0.31881 0
2.25043e+07 20 5 4 0.331946 0
2.25043e+07 20 5 4 0.327616 0
2.25043e+07 20 5 4 0.319075 0
5.11059e+08 20 5 4 41.0064 1
5.11059e+08 20 5 4 39.8167 1
5.11059e+08 20 5 4 40.9829 1
5.11059e+08 20 5 4 40.5751 1
5.11059e+08 20 5 4 54.0385 1
5.11059e+08 20 5 4 49.3587 1
5.11059e+08 20 5 4 40.6791 1
5.11059e+08 20 5 4 40.2855 1
5.11059e+08 20 5 4 39.855 1
5.11059e+08 20 5 4 40.5731 1
5.11059e+08 20 5 4 40.0213 1
5.11059e+08 20 5 4 40.7364 1
5.11059e+08 20 5 4 50.9096 1
5.11059e+08 20 5 4 55.9004 1
5.11059e+08 20 5 4 39.7668 1
5.11059e+08 20 5 4 40.1307 1
5.11059e+08 20 5 4 39.6536 1
2.25043e+07 22 11 2 0.335632 0
2.25043e+07 22 11 2 0.332753 0
2.25043e+07 22 11 2 0.335679 0
2.25043e+07 22 11 2 0.332537 0
2.25043e+07 22 11 2 0.338407 0
2.25043e+07 22 11 2 0.327915 0
2.25043e+07 22 11 2 0.331709 0
2.25043e+07 22 11 2 0.331684 0
2.25043e+07 22 11 2 0.399769 0
2.25043e+07 22 11 2 0.334453 0
2.25043e+07 22 11 2 0.337288 0
2.25043e+07 22 11 2 0.33359 0
2.25043e+07 22 11 2 0.330731 0
2.25043e+07 22 11 2 0.326034 0
2.25043e+07 22 11 2 0.338491 0
2.25043e+07 22 11 2 0.338565 0
2.25043e+07 22 11 2 0.335336 0
2.25043e+07 22 11 2 0.335826 0
2.25043e+07 22 11 2 0.338008 0
2.25043e+07 22 11 2 0.338773 0
2.25043e+07 22 11 2 0.336774 0
2.25043e+07 22 11 2 0.338416 0
2.25043e+07 22 11 2 0.329678 0
2.25043e+07 22 11 2 0.332136 0
2.25043e+07 22 11 2 0.338959 0
2.25043e+07 22 11 2 0.337179 0
2.25043e+07 22 11 2 0.333793 0
2.25043e+07 22 11 2 0.327978 0
2.25043e+07 22 11 2 0.336804 0
2.25043e+07 22 11 2 0.328862 0
2.25043e+07 22 11 2 0.331209 0
2.25043e+07 22 11 2 0.340419 0
2.25043e+07 22 11 2 0.328587 0
5.11059e+08 22 11 2 38.62 1
5.11059e+08 22 11 2 38.292 1
5.11059e+08 22 11 2 38.3285 1
5.11059e+08 22 11 2 37.9539 1
5.11059e+08 22 11 2 56.1956 1
5.11059e+08 22 11 2 37.8537 1
5.11059e+08 22 11 2 55.9862 1
5.11059e+08 22 11 2 38.2766 1
5.11059e+08 22 11 2 38.0748 1
5.11059e+08 22 11 2 38.2215 1
5.11059e+08 22 11 2 39.2778 1
5.11059e+08 22 11 2 38.4325 1
5.11059e+08 22 11 2 37.9936 1
5.11059e+08 22 11 2 38.33 1
5.11059e+08 22 11 2 57.3671 1
5.11059e+08 22 11 2 56.9897 1
5.11059e+08 22 11 2 37.9443 1
2.25043e+07 24 6 4 0.322766 0
2.25043e+07 24 6 4 0.321262 0
2.25043e+07 24 6 4 0.319655 0
2.25043e+07 24 6 4 0.323495 0
2.25043e+07 24 6 4 0.323061 0
2.25043e+07 24 6 4 0.327086 0
2.25043e+07 24 6 4 0.326743 0
2.25043e+07 24 6 4 0.328938 0
2.25043e+07 24 6 4 0.323493 0
2.25043e+07 24 6 4 0.321786 0
2.25043e+07 24 6 4 0.328553 0
2.25043e+07 24 6 4 0.327623 0
2.25043e+07 24 6 4 0.330068 0
2.25043e+07 24 6 4 0.322573 0
2.25043e+07 24 6 4 0.327028 0
2.25043e+07 24 6 4 0.354675 0
2.25043e+07 24 6 4 0.329029 0
2.25043e+07 24 6 4 0.32964 0
2.25043e+07 24 6 4 0.328647 0
2.25043e+07 24 6 4 0.32799 0
2.25043e+07 24 6 4 0.321556 0
2.25043e+07 24 6 4 0.324865 0
2.25043e+07 24 6 4 0.329781 0
2.25043e+07 24 6 4 0.327816 0
2.25043e+07 24 6 4 0.320706 0
2.25043e+07 24 6 4 0.328536 0
2.25043e+07 24 6 4 0.330218 0
2.25043e+07 24 6 4 0.321957 0
2.25043e+07 24 6 4 0.330403 0
2.25043e+07 24 6 4 0.32153 0
2.25043e+07 24 6 4 0.327926 0
2.25043e+07 24 6 4 0.320104 0
2.25043e+07 24 6 4 0.330106 0
5.11059e+08 24 6 4 36.0201 1
5.11059e+08 24 6 4 35.6422 1
5.11059e+08 24 6 4 35.8371 1
5.11059e+08 24 6 4 35.9456 1
5.11059e+08 24 6 4 35.7177 1
5.11059e+08 24 6 4 62.4675 1
5.11059e+08 24 6 4 35.6559 1
5.11059e+08 24 6 4 60.2676 1
5.11059e+08 24 6 4 35.7348 1
5.11059e+08 24 6 4 35.9145 1
5.11059e+08 24 6 4 35.8536 1
5.11059e+08 24 6 4 35.498 1
5.11059e+08 24 6 4 36.0588 1
5.11059e+08 24 6 4 35.6747 1
5.11059e+08 24 6 4 35.9193 1
5.11059e+08 24 6 4 35.9494 1
5.11059e+08 24 6 4 35.3735 1
2.25043e+07 26 13 2 0.309891 0
2.25043e+07 26 13 2 0.34335 0
2.25043e+07 26 13 2 0.321828 0
2.25043e+07 26 13 2 0.313433 0
2.25043e+07 26 13 2 0.333275 0
2.25043e+07 26 13 2 0.313679 0
2.25043e+07 26 13 2 0.323609 0
2.25043e+07 26 13 2 0.321455 0
2.25043e+07 26 13 2 0.334853 0
2.25043e+07 26 13 2 0.322591 0
2.25043e+07 26 13 2 0.325802 0
2.25043e+07 26 13 2 0.318889 0
2.25043e+07 26 13 2 0.328863 0
2.25043e+07 26 13 2 0.320752 0
2.25043e+07 26 13 2 0.325914 0
2.25043e+07 26 13 2 0.309982 0
